AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,REG_FEE,COMMIS,SALES_PRICE,NULL
Chrompet,934,3,1,1,3,Yes,211726,118567,8469050,1
Chrompet,754,92,1,1,2,Yes,238880,107881,7705800,1
T Nagar,1736,60,1,1,4,Yes,365487,182743,14057180,1
Chrompet,980,18,1,1,3,Yes,284510,43108,8621500,1
Karapakkam,1299,114,1,1,3,No,336186,177432,9338500,1
Karapakkam,849,118,1,1,2,No,204080,90702,5668875,1
KK Nagar,1450,169,2,1,4,Yes,431738,251011,10040420,1
T Nagar,1634,11,1,1,4,Yes,432829,190954,12730270,1
Karapakkam,1320,57,1,1,3,Yes,332145,177144,11071500,1
Chrompet,769,69,1,1,2,Yes,203326,36308,7261650,1
Karapakkam,1150,32,1,1,3,Yes,223424,69820,6982000,1
Chrompet,908,39,1,1,3,No,188674,37735,7546960,1
Karapakkam,1668,141,2,2,4,Yes,423166,218408,13650500,1
KK Nagar,1990,149,3,2,5,No,351520,117173,10652120,1
Anna Nagar,1857,28,2,1,5,No,454873,66893,13378610,1
KK Nagar,2061,115,3,2,5,Yes,725167,397115,17265880,1
KK Nagar,1668,14,2,1,4,No,492186,231026,10044620,1
KK Nagar,1444,198,2,1,4,No,347841,173921,9153720,1
Chrompet,1121,106,1,1,3,Yes,245417,54537,9089520,1
KK Nagar,1514,4,2,1,4,Yes,326724,154286,9075660,1
Chrompet,1256,34,2,1,4,Yes,318650,139409,9957800,1
Karapakkam,672,103,1,1,2,Yes,232210,127716,5805250,1
Adyar,908,112,1,1,3,Yes,405702,157046,13087155,1
Karapakkam,1631,22,2,2,4,Yes,428444,149024,9314000,1
Adyar,1001,58,1,1,3,Yes,410816,126405,10533755,1
Velachery,1618,8,2,1,4,No,458492,91698,11462310,1
KK Nagar,2340,129,4,2,6,Yes,569721,284860,12948200,1
Karapakkam,1159,121,1,1,3,No,295182,67646,6149625,1
Velachery,1775,43,2,1,4,Yes,430232,165474,11031600,1
Chrompet,1008,30,1,1,3,No,317826,152557,12713050,1
Velachery,1563,57,2,1,4,Yes,563931,156647,15664740,1
KK Nagar,1723,35,2,1,4,Yes,518214,247841,11265520,1
Velachery,1543,55,2,1,4,No,425726,206413,12900790,1
Chrompet,1231,161,2,1,4,No,287600,143800,10271420,1
T Nagar,1995,111,2,1,5,No,396336,113239,14154840,1
KK Nagar,2113,28,3,2,5,No,535058,304011,12160420,1
T Nagar,1849,93,2,1,5,Yes,817115,375431,22084180,1
Chrompet,1095,144,1,1,3,Yes,308554,139347,9953350,1
Karapakkam,1057,187,1,1,3,No,307598,175770,8788500,1
Karapakkam,841,187,1,1,2,Yes,194254,100260,6266250,1
Adyar,693,80,1,1,2,Yes,268301,75675,6879510,1
Anna Nagar,1666,173,1,1,4,No,383721,71948,11991280,1
T Nagar,1517,131,1,1,4,Yes,653989,217996,19817860,1
Anna Nagar,1854,72,2,1,5,No,553458,237196,19766360,1
Adyar,789,117,1,1,2,No,315825,113373,8098070,1
Chrompet,760,24,1,1,2,Yes,223398,41370,8274000,1
Chrompet,1137,29,1,1,3,No,276289,53475,8912540,1
Anna Nagar,1687,6,1,1,4,Yes,725563,196098,19609810,1
Karapakkam,984,183,1,1,3,Yes,192267,48067,5340750,1
Karapakkam,1662,154,2,2,4,No,628450,128255,12825500,1
Adyar,1065,75,1,1,3,No,339978,69739,8717385,1
KK Nagar,1621,101,2,1,4,No,446769,129067,9928200,1
Chrompet,703,60,1,1,2,Yes,255188,57623,8231860,1
Chrompet,1221,62,2,1,4,No,324498,167166,9833270,1
KK Nagar,1577,22,2,1,4,No,517819,172606,13277420,1
Chrompet,989,193,1,1,3,Yes,350260,74298,10613930,1
KK Nagar,1368,6,2,1,4,Yes,453664,259236,10801520,1
KK Nagar,2365,128,4,2,6,Yes,726866,149101,18637600,1
Anna Nagar,1525,119,1,1,4,No,526998,245932,17566590,1
Adyar,1180,63,1,1,3,Yes,347711,122169,9397585,1
Karapakkam,1122,58,1,1,3,No,248013,82671,6889250,1
Anna Nagar,1775,152,1,1,4,Yes,565848,331704,19512010,1
Anna Nagar,1877,47,2,1,5,No,418064,156774,13064510,1
Chrompet,760,127,1,1,2,No,209669,50321,8386750,1
KK Nagar,2297,51,4,2,6,No,370230,231394,11569680,1
Karapakkam,787,43,1,1,2,Yes,383443,117381,7825375,1
KK Nagar,2317,37,4,2,6,No,462095,262554,10502160,1
Karapakkam,749,187,1,1,2,Yes,232584,47574,5286000,1
Velachery,1616,188,2,1,4,No,313415,195885,9794230,1
Adyar,1284,199,2,2,4,Yes,336110,148284,9885575,1
Chrompet,756,176,1,1,2,Yes,314343,104781,10478100,1
Chrompet,1238,132,2,1,4,No,299069,65421,9345900,1
Chrompet,1236,41,2,1,4,Yes,307364,111769,9314050,1
T Nagar,1664,108,1,1,4,No,516824,119267,13251910,1
Anna Nagar,1537,37,1,1,4,No,476629,293310,18331880,1
Velachery,1731,184,2,1,4,No,539147,242616,13478680,1
Chrompet,929,39,1,1,3,Yes,293944,35630,8907400,1
Chrompet,786,21,1,1,2,No,212831,122787,8185800,1
Karapakkam,1370,178,2,2,4,Yes,401511,146004,9125250,1
Karapakkam,1685,58,2,2,4,No,290756,166146,6922750,1
T Nagar,1549,77,1,1,4,No,461079,97069,12133650,1
Anna Nagar,1539,107,1,1,4,Yes,709816,91002,18200410,1
Anna Nagar,1898,111,2,1,5,No,337128,94396,13485130,1
Chrompet,918,131,1,1,3,Yes,376402,70575,11762550,1
Chrompet,774,50,1,1,2,Yes,227610,63731,9104380,1
Chrompet,1072,36,1,1,3,No,370014,47744,11935950,1
Chrompet,1239,59,2,1,4,Yes,282909,65287,10881130,1
KK Nagar,1362,96,2,1,4,No,376549,230788,12146740,1
T Nagar,1785,128,1,1,4,Yes,437999,169548,14128990,1
KK Nagar,2181,104,3,2,5,Yes,354642,118214,11821400,1
KK Nagar,2033,99,3,2,5,Yes,438509,162875,12528840,1
Adyar,952,167,1,1,3,No,422082,158281,10552045,1
Chrompet,1066,176,1,1,3,No,409401,62031,12406100,1
Chrompet,1153,58,1,1,3,Yes,460074,230037,14377300,1
Velachery,1849,190,3,2,5,Yes,322572,123336,9487400,1
Karapakkam,1095,190,1,1,3,Yes,246263,65670,5472500,1
Adyar,1100,135,1,1,3,Yes,369104,10253,10252895,1
Adyar,1300,72,2,2,4,No,439572,65936,10989305,1
T Nagar,1806,12,2,1,5,No,426177,153897,11838240,1
Anna Nagar,1897,167,2,1,5,No,492338,164113,12624040,1
Chrompet,1121,158,1,1,3,No,215489,132609,8288050,1
Adyar,985,50,1,1,3,No,392828,71423,11903865,1
Velachery,1782,13,2,1,4,Yes,308222,154111,10274050,1
Anna Nagar,1582,198,1,1,4,No,434969,121791,17398770,1
Chrompet,1225,72,2,1,4,Yes,300096,48403,9680500,1
KK Nagar,1727,25,2,1,4,Yes,379362,118551,11855060,1
Velachery,1712,29,2,1,4,Yes,618119,110944,15849210,1
Adyar,1089,82,1,1,3,Yes,326257,85857,8585715,1
Velachery,1532,80,2,1,4,No,423724,229040,11452010,1
KK Nagar,1301,103,1,1,3,Yes,348318,232212,9675500,1
Adyar,812,180,1,1,3,No,251434,50287,6285850,1
Chrompet,863,113,1,1,3,No,242226,125020,7813750,1
Velachery,1686,78,2,1,4,Yes,312940,100948,10094840,1
Karapakkam,1332,146,1,1,3,No,449430,235951,11235750,1
Chrompet,969,184,1,1,3,Yes,420241,149118,13556150,1
Adyar,1300,77,2,2,4,No,333885,135359,9023925,1
Karapakkam,593,101,1,1,2,Yes,175082,87541,4863375,1
Chrompet,809,56,1,1,3,No,201847,110690,6511200,1
Karapakkam,1105,138,1,1,3,Yes,345512,90134,7511125,1
Karapakkam,542,178,1,1,2,No,126567,48216,3013500,1
Karapakkam,1608,10,2,2,4,No,388238,138656,9243750,1
KK Nagar,2271,168,4,2,6,No,644646,296189,17422860,1
KK Nagar,1915,31,3,2,5,No,327268,198344,9917200,1
KK Nagar,2152,69,3,2,5,No,707062,168348,16834800,1
Adyar,1068,167,1,1,3,No,288302,7587,7586885,1
Velachery,1810,197,3,2,5,No,347398,142522,8907630,1
Velachery,1939,149,3,2,5,Yes,380773,199906,9519320,1
Anna Nagar,1905,6,2,1,5,No,555981,123551,20591900,1
Chrompet,1057,33,1,1,3,Yes,235229,121670,8111350,1
Velachery,1920,84,3,2,5,Yes,576972,263759,16484920,1
T Nagar,1577,111,1,1,4,No,383765,179890,11992650,1
Karapakkam,787,37,1,1,2,Yes,210265,73593,5256625,1
T Nagar,1916,129,2,1,5,Yes,500318,103007,14715230,1
KK Nagar,1527,107,2,1,4,Yes,411516,119123,10829380,1
Chrompet,1248,77,2,1,4,No,311904,97470,9747000,1
Velachery,1555,120,2,1,4,No,306689,113913,8762530,1
KK Nagar,2323,101,4,2,6,No,858938,315528,17529340,1
Chrompet,961,31,1,1,3,Yes,229958,73586,9198300,1
Chrompet,849,22,1,1,3,No,264701,79410,8823380,1
Velachery,1938,70,3,2,5,Yes,474850,122542,15317750,1
Chrompet,1147,31,1,1,3,No,335029,131981,10152390,1
Anna Nagar,1976,82,2,1,5,Yes,662045,342437,22829130,1
Karapakkam,973,51,1,1,3,No,295792,151335,6878875,1
KK Nagar,1472,106,2,1,4,Yes,414251,276168,11506980,1
Anna Nagar,1689,48,1,1,4,No,349824,148003,13454780,1
Karapakkam,1208,83,1,1,3,Yes,433728,192768,12048000,1
Adyar,1268,185,2,2,4,No,344625,150773,10769525,1
T Nagar,1640,26,1,1,4,No,413713,82743,10342830,1
Adyar,635,186,1,1,2,Yes,223890,72764,5597240,1
Velachery,1996,38,3,2,5,Yes,361850,203541,11307820,1
KK Nagar,2404,28,4,2,6,No,331219,220812,11040620,1
Velachery,1675,43,2,1,4,Yes,488057,237433,13190720,1
Chrompet,797,183,1,1,2,No,186183,78770,7160890,1
Karapakkam,1256,67,1,1,3,No,259578,67716,5643000,1
T Nagar,1938,24,2,1,5,Yes,820722,421452,22181670,1
Chrompet,757,99,1,1,2,Yes,376718,159820,11415700,1
Karapakam,520,130,1,1,2,No,193960,82433,4849000,1
Karapakkam,878,82,1,1,2,Yes,436265,166196,10387250,1
Adyar,927,29,1,1,3,Yes,326687,163344,10889570,1
Velachery,1751,18,2,1,4,Yes,362551,165738,10358610,1
Chrompet,764,36,1,1,2,No,237333,135619,8476180,1
Velachery,1674,2,2,1,4,No,484627,248863,13098030,1
Velachery,1681,8,2,1,4,Yes,415148,202252,10644830,1
Anna Nagar,1976,65,2,1,5,No,751564,322099,21473270,1
Anna Nagar,1505,79,1,1,4,No,240761,144456,9630420,1
Karapakkam,888,165,1,1,2,No,244274,96424,6428250,1
Velachery,1680,24,2,1,4,Yes,259637,59346,7418190,1
Karapakkam,631,62,1,1,2,Yes,287909,65434,6543375,1
Chrompet,1227,151,2,1,4,Yes,269684,53937,10787350,1
Karapakkam,1124,60,1,1,3,Yes,320917,86100,7827250,1
Anna Nagar,1962,84,2,1,5,Yes,740832,112247,22449450,1
Chrompet,1261,157,2,1,4,No,320713,77749,9718570,1
Chrompet,1164,63,1,1,3,No,331775,66355,13271000,1
KK Nagar,1313,169,1,1,3,Yes,470726,188290,9414520,1
T Nagar,1723,24,1,1,4,Yes,557470,238916,19909630,1
Adyar,1144,128,1,1,3,Yes,537345,119410,14926255,1
Velachery,1740,83,2,1,4,Yes,504099,252050,16803310,1
Chrompet,1163,3,1,1,3,Yes,335090,104716,10471560,1
Chrompet,708,87,1,1,2,No,240123,131680,7745900,1
Velachery,1855,50,3,2,5,No,250920,121658,7603630,1
Karapakkam,563,87,1,1,2,No,256176,149436,7116000,1
Anna Nagar,1768,74,1,1,4,Yes,368481,250567,14739250,1
Karapakkam,943,191,1,1,3,Yes,289800,133308,5796000,1
Chrompet,931,58,1,1,3,No,233145,127854,7520800,1
Chrompet,1127,190,1,1,3,Yes,291054,126123,9701800,1
KK Nagar,1629,113,2,1,4,No,510947,127737,14192960,1
Anna Nagar,1656,56,1,1,4,Yes,447611,283487,14920370,1
T Nagar,1676,127,1,1,4,Yes,362910,207377,12961070,1
Chrompet,856,133,1,1,3,No,253929,122869,8191250,1
Velachery,1663,1,2,1,4,Yes,543322,132159,14684370,1
Anna Nagar,1905,182,2,1,5,Yes,447194,65764,13152750,1
Karapakkam,861,195,1,1,2,Yes,329825,173158,8245625,1
Chrompet,1183,105,1,1,3,Yes,269562,96272,9627210,1
Karapakkam,1352,171,2,2,4,Yes,415616,164059,10937250,1
Anna Nagar,1510,196,1,1,4,No,406091,175607,10975430,1
Chrompet,987,163,1,1,3,Yes,259049,29890,9963440,1
Karapakkam,1245,198,1,1,3,Yes,234911,70473,7830375,1
Chrompet,1144,140,1,1,3,No,216479,52254,7464800,1
Chrompet,790,28,1,1,2,No,191691,102692,6846100,1
KK Nagar,1736,91,2,1,4,Yes,472600,168786,11252380,1
Velachery,1950,149,3,2,5,Yes,394317,168993,11266200,1
KK Nagar,2186,48,3,2,5,Yes,762560,443349,17733960,1
Adyar,843,68,1,1,3,No,291739,25006,8335390,1
Adyar,1022,129,1,1,3,No,289160,108435,9036250,1
KK Nagar,2397,175,4,2,6,No,400209,129479,11770840,1
Chrompet,1083,31,1,1,3,No,247506,123753,9519460,1
Adyar,923,9,1,1,3,No,269544,125787,8984810,1
Anna Nagar,1958,141,2,1,5,Yes,659599,227448,22744800,1
Adyar,631,91,1,1,2,Yes,301229,40707,8141330,1
Anna Nagar,1829,121,2,1,5,No,495159,297095,19806350,1
KK Nagar,2228,7,4,2,6,No,418840,167536,11966860,1
Anna Nagar,1969,102,2,1,5,Yes,383569,138085,15342740,1
Chrompet,1128,100,1,1,3,No,329528,49929,9985710,1
Adyar,922,40,1,1,3,No,212608,19328,6442655,1
Chrompet,1141,178,1,1,3,Yes,374863,166606,13883800,1
Velachery,1537,89,2,1,4,No,307540,138889,9920630,1
Adyar,720,192,1,1,2,Yes,457082,102843,11427045,1
KK Nagar,2175,27,3,2,5,No,448045,94325,11790660,1
Adyar,1152,183,1,1,3,Yes,247073,115301,8235750,1
KK Nagar,2278,54,4,2,6,Yes,526165,263083,12527740,1
KK Nagar,2460,51,4,2,6,Yes,698009,174502,19389140,1
Velachery,1940,34,3,2,5,Yes,622914,177975,17797530,1
Karapakkam,693,38,1,1,2,No,224646,46801,4680125,1
Chrompet,966,2,1,1,3,No,223814,62668,8952550,1
Adyar,898,4,1,1,3,Yes,327263,46752,9350380,1
Adyar,918,75,1,1,3,No,355555,9877,9876540,1
Anna Nagar,1918,188,2,1,5,No,588296,215708,19609850,1
KK Nagar,2333,193,4,2,6,No,515133,343422,17171100,1
Karapakkam,768,49,1,1,2,Yes,179635,48550,4855000,1
Chrompet,783,188,1,1,2,Yes,284129,91655,9165460,1
Anna Nagar,1661,131,1,1,4,No,383066,197711,12356960,1
Chrompet,958,88,1,1,3,Yes,386672,87313,12473300,1
Adyar,1276,82,2,2,4,No,424317,38574,12858080,1
KK Nagar,1877,47,3,2,5,Yes,579629,281982,15665660,1
Anna Nagar,1845,159,2,1,5,Yes,361592,144637,12053080,1
KK Nagar,1533,61,2,1,4,Yes,467890,224587,9357800,1
Chrompet,1257,108,2,1,4,Yes,334127,77106,12851040,1
Karapakkam,1353,128,2,2,4,Yes,318841,127537,9109750,1
Velachery,1672,190,2,1,4,Yes,240385,142729,7512030,1
Chrompet,1097,31,1,1,3,Yes,370169,165938,12764450,1
KK Nagar,1986,9,3,2,5,Yes,367822,178656,10509200,1
Chrompet,1083,176,1,1,3,No,200358,93023,7155650,1
Chrompet,1218,163,2,1,4,Yes,400509,180875,12919650,1
T Nagar,1903,5,2,1,5,No,502322,265115,13953400,1
Chrompet,860,103,1,1,3,Yes,408213,197922,12370100,1
Karapakkam,1003,92,1,1,3,No,291146,75951,6329250,1
Chrompet,1078,29,1,1,3,Yes,398238,167003,12846400,1
Chrompet,1133,198,1,1,3,Yes,243212,145927,9728460,1
KK Nagar,1494,157,2,1,4,No,439670,93547,9354680,1
Adyar,626,27,1,1,2,No,326927,16346,8173180,1
Chrompet,719,82,1,1,2,No,198508,36761,7352150,1
Karapakkam,921,121,1,1,3,Yes,192291,135735,5655625,1
T Nagar,1867,135,2,1,5,Yes,747611,219886,21988560,1
Chrompet,1010,23,1,1,3,No,230558,26603,8867600,1
Karapakkam,1404,66,2,2,4,No,223372,131395,6569750,1
Karapakkam,1305,140,1,1,3,No,323516,125445,6602375,1
Karapakkam,1647,127,2,2,4,Yes,471011,143351,10239375,1
Karapakkam,1433,85,2,2,4,Yes,491569,88482,9831375,1
Chrompet,925,186,1,1,3,No,301983,45755,9151000,1
Chrompet,964,166,1,1,3,Yes,322134,140934,10066680,1
Karapakkam,571,122,1,1,2,No,268583,126392,7899500,1
Anna Nagar,1828,23,2,1,5,No,416565,98015,12251920,1
Karapakkam,1595,131,2,2,4,Yes,341834,151926,9495375,1
Adyar,615,98,1,1,2,Yes,254124,69306,7700720,1
Chrompet,919,42,1,1,3,Yes,305428,73303,12217100,1
Chrompet,1018,30,1,1,3,Yes,367607,122536,11139610,1
T Nagar,1578,64,1,1,4,No,599198,299599,17623460,1
T Nagar,1660,134,1,1,4,No,394490,231253,13603120,1
Chrompet,796,191,1,1,2,Yes,289451,104202,11578050,1
KK Nagar,2416,111,4,2,6,No,453842,155603,12966920,1
Chrompet,760,73,1,1,2,Yes,238538,144826,8519200,1
Velachery,1767,174,2,1,4,No,390758,182354,13025260,1
Chrompet,817,97,1,1,3,Yes,234738,54772,7824600,1
Adyar,630,77,1,1,2,Yes,273531,68383,8547835,1
Adyar,833,130,1,1,3,No,390808,167489,11165950,1
Chrompet,740,21,1,1,2,No,250101,101893,9263000,1
KK Nagar,1520,147,2,1,4,No,596653,244085,13560300,1
Chrompet,769,151,1,1,2,No,207857,44091,6298700,1
Anna Nagar,1638,15,1,1,4,Yes,369106,89095,12727790,1
Velachery,1857,14,3,2,5,Yes,631215,161850,16185010,1
Karapakkam,924,181,1,1,3,Yes,346332,118482,9114000,1
Adyar,600,96,1,1,2,Yes,204800,13653,6826655,1
Velachery,1964,187,3,2,5,No,279871,195910,9329030,1
Anna Nagar,1914,66,2,1,5,Yes,489460,190346,13596110,1
Anna Nagar,1678,31,1,1,4,Yes,516892,225312,13253630,1
Karapakkam,758,43,1,1,2,Yes,265563,83862,6988500,1
Karapakkam,1110,157,1,1,3,No,287585,150640,6847250,1
Velachery,1782,88,2,1,4,Yes,443511,81699,11671340,1
Adyar,1282,63,2,2,4,Yes,358881,92021,9202070,1
Chrompet,913,77,1,1,3,Yes,293412,132509,9464900,1
Velachery,1545,70,2,1,4,No,332349,166175,8308730,1
Chrompet,971,91,1,1,3,No,325049,96311,12038850,1
Adyar,605,60,1,1,2,Yes,171669,40056,5722305,1
Chrompet,1014,83,1,1,3,Yes,266123,91767,9176650,1
Chrompet,982,79,1,1,3,No,357720,38327,12775700,1
Velachery,1651,100,2,1,4,Yes,436391,122735,13637220,1
Karapakkam,1288,133,1,1,3,No,182641,59235,4936250,1
Velachery,1661,83,2,1,4,Yes,380011,95003,10555860,1
Velachery,1578,68,2,1,4,Yes,300949,87372,9708030,1
KK Nagar,1937,4,3,2,5,Yes,549637,268427,12782260,1
Karapakkam,1403,74,2,2,4,No,172880,59428,5402500,1
Adyar,968,49,1,1,3,Yes,368265,115740,10521855,1
Karapakkam,1628,185,2,2,4,No,357525,150161,7150500,1
Adyar,1287,18,2,2,4,Yes,564652,28233,14116310,1
Karapakkam,1438,77,2,2,4,No,208250,127637,6717750,1
Karapakkam,1351,95,2,2,4,Yes,204406,123883,6194125,1
Chrompet,956,16,1,1,3,Yes,326675,138590,9899250,1
Adyar,1177,47,1,1,3,Yes,394583,159966,10664405,1
Chrompet,774,113,1,1,2,No,153386,76693,5899450,1
Karapakkam,1207,145,1,1,3,No,250415,119245,5962250,1
KK Nagar,1561,70,2,1,4,No,485630,148387,13489720,1
Karapakkam,1156,46,1,1,3,No,351969,160900,10056250,1
KK Nagar,1852,11,3,2,5,No,732846,311849,15592460,1
Chrompet,1190,56,1,1,3,No,315794,164213,12631750,1
Velachery,1823,200,3,2,5,Yes,409987,143496,10249680,1
Velachery,1527,176,2,1,4,No,278584,116077,7738440,1
Karapakkam,581,128,1,1,2,Yes,318472,137522,7238000,1
Karapakkam,519,13,1,1,2,Yes,265278,163248,6802000,1
Karapakkam,1290,149,1,1,3,Yes,443363,207532,9433250,1
Chrompet,1274,10,2,1,4,Yes,275204,110081,9173450,1
Chrompet,1041,198,1,1,3,Yes,417576,83515,13919200,1
Karapakkam,908,46,1,1,3,No,191092,47773,4343000,1
Karapakkam,1525,27,2,2,4,Yes,372608,248405,12420250,1
Velachery,1984,102,3,2,5,No,386445,132205,10169600,1
Karapakkam,1537,65,2,2,4,No,591675,144900,12075000,1
Velachery,1806,71,3,2,5,Yes,359209,108851,10885120,1
Adyar,1152,75,1,1,3,No,295898,69043,9863280,1
Chrompet,1288,190,2,1,4,Yes,487732,94400,15733300,1
Karapakkam,730,9,1,1,2,No,233933,109169,5198500,1
Velachery,1730,162,2,1,4,No,382177,191088,10616020,1
Chrompet,845,101,1,1,3,No,320216,138760,10673850,1
Velachery,1776,136,2,1,4,No,459883,133514,14834920,1
Chrompet,913,200,1,1,3,Yes,425471,154717,12893050,1
Chrompet,1124,141,1,1,3,No,214341,82439,8243880,1
Karapakkam,766,152,1,1,2,No,194053,70995,4733000,1
Karapakkam,665,190,1,1,2,No,311282,155641,6767000,1
Chrompet,762,149,1,1,2,No,192017,30003,6000540,1
Velachery,1833,190,3,2,5,Yes,349509,141988,10922160,1
Chrompet,944,132,1,1,3,No,303251,128299,11663500,1
Anna Nagar,1754,118,1,1,4,No,442523,179401,11960070,1
Chrompet,875,39,1,1,3,Yes,298838,59768,11953500,1
Karapakkam,1392,33,2,2,4,Yes,315952,102471,8539250,1
T Nagar,1853,158,2,1,5,Yes,542114,81317,13552840,1
Velachery,1576,185,2,1,4,Yes,349820,207706,10931870,1
Chrompet,1022,0,1,1,3,Yes,400123,154886,12907200,1
Anna Nagar,1640,132,1,1,4,No,372717,202332,10649060,1
Chrompet,779,24,1,1,2,Yes,270533,40990,8197980,1
Velachery,1729,92,2,1,4,Yes,358697,95652,11956550,1
Chrompet,715,129,1,1,2,Yes,308516,82271,10283850,1
Anna Nagar,1562,161,1,1,4,Yes,657946,259716,17314380,1
Karapakkam,1203,36,1,1,3,Yes,238316,72819,6619875,1
KK Nagar,1825,155,3,2,5,No,485238,215661,10783060,1
Velachery,1707,48,2,1,4,No,337629,136877,9125100,1
Adyar,998,140,1,1,3,Yes,259296,110004,7857455,1
Karapakkam,1675,34,2,2,4,Yes,340198,124463,8297500,1
Anna Nagar,1792,156,1,1,4,No,683010,103486,20697270,1
Anna Nagar,1574,54,1,1,4,Yes,470899,211905,11772480,1
Karapakkam,1070,67,1,1,3,Yes,447465,136185,9727500,1
Chrompet,1125,156,1,1,3,No,359629,86807,12401000,1
Velachery,1971,12,3,2,5,Yes,555414,306939,14616160,1
KK Nagar,1361,93,2,1,4,No,368055,152608,8976940,1
KK Nagar,1786,74,3,2,5,No,478093,229086,9960280,1
Karapakkam,612,32,1,1,2,Yes,159473,116947,5315750,1
T Nagar,1596,154,1,1,4,No,360403,191464,11262600,1
Anna Nagar,1644,66,1,1,4,No,455587,175226,11681720,1
Adyar,1041,78,1,1,3,No,372629,42586,10646530,1
Chrompet,810,24,1,1,3,No,271230,56117,9352750,1
Chrompet,837,117,1,1,3,No,240307,102989,8582390,1
T Nagar,1884,181,2,1,5,Yes,533887,196695,14049650,1
Chrompet,1063,187,1,1,3,Yes,305349,148048,9253010,1
Karapakkam,1298,69,1,1,3,No,307556,120348,6686000,1
Anna Nagar,1867,149,2,1,5,No,268034,182263,10721350,1
T Nagar,1575,172,1,1,4,No,300066,80018,10002210,1
Karapakkam,1463,74,2,2,4,Yes,364989,186550,8110875,1
Karapakkam,1164,0,1,1,3,Yes,284980,83818,8381750,1
Anna Nagar,1805,149,2,1,5,No,510970,245265,20438790,1
Adyar,733,190,1,1,2,No,146605,73303,4886840,1
Adyar,1197,76,1,1,3,Yes,386315,89150,9905510,1
KK Nagar,2069,131,3,2,5,No,341443,90382,10042440,1
Chrompet,956,22,1,1,3,No,317243,67981,11330100,1
Adyar,736,79,1,1,2,Yes,243022,31358,7839405,1
Chrompet,1050,198,1,1,3,Yes,309802,119923,9993600,1
KK Nagar,2047,70,3,2,5,Yes,515696,167901,11992920,1
Adyar,632,50,1,1,2,Yes,266985,124593,8899500,1
Karapakkam,871,118,1,1,2,No,282380,153292,8068000,1
Adyar,811,192,1,1,3,Yes,291205,35298,8824390,1
Adyar,1087,141,1,1,3,No,322042,8257,8257475,1
Chrompet,1170,126,1,1,3,Yes,317755,30750,10250150,1
Velachery,1843,149,3,2,5,No,366150,134897,9635530,1
T Nagar,1783,99,1,1,4,Yes,536051,141066,14106600,1
Karapakkam,847,39,1,1,2,Yes,415507,216786,9032750,1
Chrompet,1258,78,2,1,4,No,230110,32873,8218210,1
Karapakkam,979,176,1,1,3,No,320084,174591,7274625,1
Karapakkam,1607,77,2,2,4,No,325793,96257,7404375,1
Chrompet,775,127,1,1,2,No,193169,100448,7726750,1
Velachery,1830,84,3,2,5,No,422234,177783,11111430,1
Chrompet,961,61,1,1,3,Yes,226976,117691,8406500,1
Velachery,1925,38,3,2,5,No,259549,83726,8372550,1
KK Nagar,1301,164,1,1,3,Yes,529649,209072,13938120,1
Chrompet,1041,35,1,1,3,Yes,239142,91978,9197770,1
Karapakkam,1593,6,2,2,4,Yes,239794,183842,7993125,1
Chrompet,779,42,1,1,2,No,264914,132457,10189000,1
Adyar,725,2,1,1,2,No,258284,24214,8071375,1
KK Nagar,1717,115,2,1,4,No,530971,186557,14350560,1
Adyar,1248,159,2,2,4,No,305896,87399,8739885,1
Chrompet,1223,70,2,1,4,No,283531,126014,10501150,1
T Nagar,1925,177,2,1,5,Yes,923026,378677,23667340,1
Chrompet,907,5,1,1,3,Yes,249890,59974,9995590,1
Chrompet,1089,29,1,1,3,No,320030,80007,10000930,1
Anna Nagar,1574,102,1,1,4,No,292130,101122,11235770,1
Karapakkam,1335,89,2,2,4,Yes,649325,168825,12986500,1
KK Nagar,1876,50,3,2,5,Yes,710663,181797,16527040,1
KK Nagar,2455,122,4,2,6,No,963029,341073,20063100,1
Karapakkam,1280,162,1,1,3,No,203505,122103,6783500,1
KK Nagar,2169,92,3,2,5,No,851979,408950,17039580,1
Velachery,1897,1,3,2,5,No,321283,90361,10040100,1
Chrompet,975,147,1,1,3,No,275410,141878,8345750,1
T Nagar,1876,196,2,1,5,Yes,572746,161544,14685790,1
Anna Nagar,1931,28,2,1,5,Yes,591965,266384,14799120,1
Anna Nagar,1793,157,1,1,4,Yes,625768,402279,22348850,1
T Nagar,1618,98,1,1,4,Yes,454008,201781,12611320,1
Velachery,1582,50,2,1,4,No,277279,57087,8155260,1
Chrompet,1050,195,1,1,3,Yes,389198,43244,14414750,1
KK Nagar,1938,108,3,2,5,Yes,462329,94837,11854600,1
Ana Nagar,1894,189,2,1,5,Yes,457933,243277,14310420,1
Anna Nagar,1780,30,1,1,4,Yes,335669,104173,11574780,1
Velachery,1636,34,2,1,4,Yes,333586,61450,8778570,1
Anna Nagar,1864,67,2,1,5,No,620753,310377,20691780,1
KK Nagar,2478,93,4,2,6,Yes,823239,156808,19600940,1
Karapakkam,725,147,1,1,2,Yes,178317,49533,4953250,1
